"";"classe 1";"classe 2";"classe 3";"classe 4"
"transcurrir";-4,905;45,381;-2,166;-5,47
"tenes";-2,155;1,824;-2,954;2,741
"temporada";-2,85;-0,956;-0,575;9,454
"temer";-6,244;0,731;1,499;0,588
"sonar";0,044;-3,639;9,974;-1,18
"reprochar";-6,244;39,078;-2,757;-2,26
"putin";0;-3,153;-2,56;7,61
"prepo";7,349;-3,396;-0,882;-0,136
"poético";1,103;4,714;-2,166;-2,885
"polo";5,749;-3,153;-0,011;-0,601
"paco";-4,905;-2,668;17,832;0,049
"motivo";-3,266;0,105;-2,56;7,61
"monstruo";-2,036;10,438;-1,969;-0,046
"matiz";2,412;-3,396;3,784;-2,26
"ingeniería";-1,642;1,094;0,219;0
"fino";-7,136;-0,502;-3,151;21,276
"evidentemente";8,99;-3,153;-0,725;-0,601
"especulación";10,98;-0,956;-0,575;-3,348
"ejecutar";-0,551;0,001;1,337;-0,046
"eje";-1,13;-0,956;0;3,417
"derrumbar";0,158;-0,761;-0,433;0,744
"cívico";-1,13;-0,956;-0,575;6,06
"covid";-5,351;-2,911;29,951;-0,364
"coherente";0,035;16,992;-2,363;-5,968
"coherencia";2,068;7,103;-2,363;-5,968
"cazar";-5,797;5,876;-2,56;2,498
"brasileros";-6,244;-0,244;-2,757;17,411
"beneficio";4,849;-1,793;5,164;-7,958
"audaz";18,621;-2,668;-0,433;-5,47
"alcohólico";-5,797;-3,153;66,071;-6,465
"aduana";0,044;-3,639;0,138;1,226
"ánimo";7,227;0,23;-0,575;-5,968
"victoria";0,035;0,23;5,557;-5,968
"veneno";2,58;-0,405;0,219;-1,981
"variedad";13,412;-2,668;-2,166;-1,12
"tensión";15,514;-0,956;-0,575;-5,968
"tapa";-0,313;-2,183;1,868;0,513
"roberto";-4,905;-2,668;-0,433;16,519
"reproducir";11,338;-0,577;-1,969;-2,429
"reprimir";5,42;0,042;-1,772;-1,981
"rehén";-2,85;-2,911;2,491;3,417
"regional";-0,192;-2,911;29,951;-5,968
"propietario";5,749;-1,157;-0,725;-0,601
"promover";-5,351;1,459;0,639;0,387
"profundidad";-4,11;4,009;-1,044;1,226
"prioridad";0;-1,157;19,243;-6,465
"posiblemente";-2,85;-2,911;-0,575;13,6
"podar";-4,459;2,673;-1,969;3,238
"perú";-4,459;-2,425;29,402;-0,786
"palestino";1,723;0,001;-0,302;-0,786
"orgullo";-2,036;0,001;4,039;-0,046
"oreja";-0,551;-0,577;-1,969;6,106
"ola";2,412;-3,396;11,475;-6,962
"occidental";2,068;-2,911;0,639;-0,364
"nacionalista";-0,313;0,042;5,136;-1,981
"mina";-5,797;-3,153;4,587;4,707
"martínez";-5,351;-2,911;60,987;-5,968
"martín";-5,797;-3,153;-0,725;20,482
"lópez";-2,439;-0,761;17,832;-1,12
"lápiz";-2,036;-0,577;-1,969;9,876
"llegada";-0,065;-2,668;6,738;-0,175
"kioto";-2,439;-2,668;6,738;0,744
"izquierdo";-1,13;0,23;2,491;-0,364
"introducir";3,99;-0,577;-1,969;-0,046
"innovación";4,257;-0,956;2,491;-5,968
"honrar";-0,826;1,989;0,024;-0,175
"homo";-4,459;31,64;-1,969;-2,429
"hipotecar";-0,003;0,001;-1,969;1,272
"hiperinflación";0,782;-0,405;-1,772;0,513
"franja";22,438;-2,425;-1,969;-4,973
"ferrar";-0,367;-1,157;-0,725;4,707
"farmacéutico";-2,036;-2,425;4,039;1,272
"externo";13,412;-0,761;-2,166;-2,885
"explotación";-3,686;47,965;-2,757;-6,962
"eventual";-3,567;-1,94;40,653;-3,978
"estrategia";-1,13;-0,956;22,033;-3,348
"esencialmente";-0,034;-3,396;16,881;-2,26
"equivaler";29,172;-3,153;-2,56;-6,465
"ente";-2,85;-2,911;29,951;-1,48
"empleo";5,552;-2,668;0,024;-1,12
"empatía";9,055;0,422;-2,166;-5,47
"duelo";5,42;0,042;-1,772;-1,981
"digno";-3,266;27,288;-0,011;-6,465
"devolver";-3,266;2,972;-2,56;2,498
"delincuencia";13,412;-2,668;-0,433;-2,885
"dedo";-2,439;-0,761;-2,166;11,724
"danilo";-4,459;-2,425;50,819;-4,973
"dalí";-0,565;8,495;-1,181;-0,74
"crimen";7,227;-2,911;2,491;-5,968
"cooperativo";0,661;-0,956;0;0
"concepción";-0,551;0,7;4,039;-2,429
"circular";-1,642;-0,405;24,643;-4,475
"ciclismo";-4,905;-2,668;-2,166;22,134
"centroamérica";9,055;-0,761;-0,433;-2,885
"cataluña";-6,69;-3,639;9,974;2,741
"bailar";0,156;-1,365;1,499;-0,136
"atraer";2,412;-1,365;1,499;-2,26
"atractivo";2,901;-0,761;-2,166;0,049
"agronomía";-4,905;-2,668;-2,166;22,134
"agro";-1,13;-2,911;22,033;-1,48
"adversario";-6,244;-1,365;23,326;-0,136
"adelantar";-0,826;-2,668;17,832;-1,12
"terror";-4,013;-0,405;-0,186;8,064
"sorpresa";1,378;0,153;-1,575;-0,243
"soportable";-2,439;-2,668;11,624;0,049
"salarial";15,514;-2,911;-0,575;-3,348
"sacrificar";0,355;5,876;-2,56;-1,862
"revelar";-1,642;1,094;10,021;-4,475
"representante";-2,439;-0,761;34,22;-5,47
"repercusión";9,055;-2,668;0,939;-5,47
"remontar";0,661;0,23;-2,363;0
"reaccionario";17,95;-1,94;-1,575;-3,978
"quizá";-0,313;-2,183;-1,772;8,064
"quebrar";5,552;1,989;-2,166;-5,47
"puma";-5,351;49,508;-2,363;-5,968
"puesto";0,782;-2,183;1,868;-0,49
"puedamos";-0,899;-0,122;3,554;-0,068
"profundizar";8,99;-1,157;-0,011;-3,817
"populismo";13,412;-2,668;-0,433;-2,885
"parámetro";15,514;-0,062;-2,363;-5,968
"operación";-0,065;-2,668;-2,166;7,749
"ofertar";-0,192;-2,911;15,327;-1,48
"obama";-2,036;-2,425;39,383;-4,973
"nicaragua";-0,313;-0,405;10,021;-1,981
"miserable";2,901;-0,012;-2,166;-0,175
"misantropía";-6,244;-1,365;-2,757;22,47
"liquidar";0,394;-0,577;1,337;-0,786
"inversor";3,762;-1,94;0,426;-1,547
"inconveniente";-3,266;27,288;-0,725;-3,817
"impedir";-4,459;-2,425;29,402;-0,786
"hipótesis";1,431;-3,153;8,353;-3,817
"generoso";-4,905;27,194;-2,166;-1,12
"fusión";-4,459;-0,577;39,383;-4,973
"flexibilidad";18,621;-0,761;-2,166;-5,47
"escudo";2,58;-2,183;-0,186;0
"episodio";-2,85;0,23;9,835;-1,48
"enrique";-0,192;-2,911;22,033;-3,348
"contratiempo";-3,121;28,876;-1,378;-3,481
"continuidad";-4,905;-0,012;17,832;-1,12
"componente";-0,003;5,919;0,092;-4,973
"colega";-4,013;-2,183;-1,772;18,109
"colar";-0,313;-2,183;-0,186;4,545
"claridad";9,055;-2,668;0,024;-2,885
"cazador";-4,013;27,585;-1,772;-1,981
"caribe";-1,13;-0,956;9,835;-0,364
"candidatura";-2,439;-2,668;11,624;0,049
"canciller";-2,439;-2,668;34,22;-2,885
"apuesto";0,355;2,972;0,416;-6,465
"anual";4,546;-3,396;0,253;-0,876
"alambre";-4,013;-0,405;-1,772;12,585
"adversidad";0;20,465;-2,56;-6,465
"admitir";-2,85;1,459;5,557;-1,48
"adiós";-3,686;-1,365;-0,048;9,226
"vena";3,99;-0,577;-1,969;-0,046
"trayectoria";-5,797;-1,157;-0,011;11,207
"sustitución";-0,551;16,232;-0,302;-4,973
"significado";-2,036;5,919;-0,302;-0,046
"sensible";15,514;-0,956;-2,363;-3,348
"saltar";-1,455;1,049;-2,56;2,498
"roso";-5,351;-2,911;-2,363;24,147
"romo";5,42;-2,183;-1,772;0
"remendando";7,227;1,459;-2,363;-5,968
"recicla";18,621;-2,668;-2,166;-2,885
"rata";-2,675;0,73;-1,181;3,029
"pretextar";-2,85;3,75;0;0
"portugués";-5,797;-3,153;0,416;11,207
"pecho";-3,266;-0,141;-2,56;11,207
"mira";-0,313;-2,183;0,219;2,028
"met";-6,244;-1,365;-2,757;22,47
"mercadería";-0,122;21,242;-2,954;-4,765
"mentir";0,167;1,648;-0,091;-1,547
"madrid";-2,036;-2,425;-1,969;14,548
"libertador";0,035;-0,956;-0,575;1,527
"insustituible";-0,313;19,456;-1,772;-4,475
"incendio";-5,797;-3,153;54,465;-3,817
"igualitario";0,394;0,001;4,039;-4,973
"gregario";-5,351;49,508;-2,363;-5,968
"grandioso";-0,826;27,194;-2,166;-5,47
"geopolítica";-4,013;-2,183;16,523;0
"firme";12,953;-3,153;-2,56;-0,601
"febrero";-4,905;-2,668;6,738;2,259
"fantasía";-1,455;35,091;-2,56;-6,465
"experimentar";4,257;0,23;0;-5,968
"excepcional";-2,036;10,438;-1,969;-0,046
"estructura";1,431;-3,153;-0,011;0,162
"edición";-6,244;-3,396;-2,757;28,173
"desear";1,723;-0,577;-1,969;0,208
"cruel";0,035;11,517;-2,363;-3,348
"cre";-1,13;-2,911;0;6,06
"convicción";-4,905;27,194;-2,166;-1,12
"continental";9,055;-2,668;-0,433;-1,12
"comparativo";9,035;-1,577;0,138;-4,765
"colonialismo";5,552;0,422;-2,166;-2,885
"cimiento";23,044;-1,157;-2,56;-6,465
"cardiólogo";-2,85;39,787;-2,363;-5,968
"boliches";-2,85;-2,911;-0,575;13,6
"avenida";10,98;-2,911;-2,363;-0,364
"amanecer";-0,551;16,232;-1,969;-2,429
"aludir";-4,013;-2,183;34,381;-1,981
"aceleradamente";10,98;0,23;-2,363;-5,968
"vo";-2,85;11,517;-2,363;0
"vientre";-4,905;27,194;-0,433;-2,885
"video";-2,675;-1,455;-1,181;12,072
"vestir";-3,266;2,972;-0,725;0,983
"vela";-4,905;1,989;-2,166;4,594
"valero";4,257;-0,956;0;-1,48
"vacación";-4,905;-0,761;-0,433;11,724
"tío";-4,459;-2,425;-1,969;20,121
"traición";-4,459;5,919;-0,302;0,208
"tito";-4,905;-2,668;-2,166;22,134
"ternero";0,394;-2,425;-0,302;1,272
"suárez";-1,642;-2,183;0,219;4,545
"suma";3,99;-2,425;1,337;-2,429
"suicidar";0,035;-2,911;-2,363;6,06
"sudamérica";-1,455;-3,153;34,614;-3,817
"simbólico";-2,439;4,714;-0,433;0,049
"salgar|salir";-3,686;2,34;-2,757;3,618
"saco";-1,642;-2,183;5,136;0,513
"respaldo";0,394;-2,425;13,809;-4,973
"repasar";-4,013;-0,405;-0,186;8,064
"renta";0,026;-0,405;5,136;-1,981
"reglamento";0,355;-3,153;1,942;-0,035
"referente";-0,065;-2,668;-0,433;4,594
"recortar";16,419;-2,425;-1,969;-2,429
"reclamo";-0,826;-2,668;11,624;-0,175
"puntual";-2,036;-2,425;20,878;-0,786
"protestar";1,378;0,153;-1,575;-0,243
"producto interior bruto";0;-3,153;19,243;-3,817
"pozo";-5,797;0,105;-2,56;11,207
"plusvalía";29,172;-3,153;-2,56;-6,465
"pisar";-4,459;-2,425;13,809;0,208
"peñarol";-5,351;-2,911;2,491;6,06
"pensas";3,99;0,001;-1,969;-0,786
"patear";-4,459;-2,425;-1,969;20,121
"pasaporte";-4,459;-2,425;4,039;3,238
"pasaje";-4,013;-2,183;0,219;8,064
"partida";13,412;-0,012;-2,166;-5,47
"paraguayo";-0,192;-2,911;29,951;-5,968
"ordóñez";-2,85;-2,911;49,428;-5,968
"modificación";-2,439;-2,668;34,22;-2,885
"miseria";0,158;1,989;-0,433;-1,12
"mercosul";-0,003;-2,425;13,809;-2,429
"mayoritario";18,621;-2,668;-0,433;-5,47
"marijuana";-0,275;-1,213;6,903;-0,393
"llave";-1,642;-2,183;-0,186;8,064
"lescano";-0,313;-2,183;5,136;0
"legítimo";-2,036;-0,577;20,878;-2,429
"lechuga";-0,899;-1,698;0,749;1,809
"isla";-4,013;-2,183;-1,772;18,109
"insoportable";-5,351;-0,956;-2,363;18,498
"inmerso";7,195;0,7;-1,969;-4,973
"imponente";-0,551;-0,577;8,196;-0,786
"icono";-2,85;-0,062;2,491;0,387
"honradamente";11,338;-2,425;-0,302;-2,429
"gravedad";1,723;-0,577;1,337;-2,429
"grapa";-4,013;-0,405;34,381;-4,475
"granja";-1,455;-3,153;0,416;4,707
"granada";-2,85;-2,911;-2,363;18,498
"genérico";7,195;-0,577;-1,969;-0,786
"fuga";-4,013;-2,183;-0,186;12,585
"frustrar";0,026;-2,183;-1,772;4,545
"frito";-2,439;8,597;-2,166;0,049
"fomentar";3,762;0,153;-1,575;-1,547
"filósofo";-5,351;-2,911;-0,575;18,498
"federalismo";-0,313;-2,183;24,643;-4,475
"fallecer";-4,459;-2,425;-1,969;20,121
"explosión";20,83;-0,956;-2,363;-5,968
"escarabajo";0,158;1,989;-2,166;-0,175
"enriquecer";-2,439;27,194;-2,166;-2,885
"enfrentamiento";-0,003;0,7;0,092;-0,786
"enero";-4,013;-2,183;24,643;-0,49
"drama";-0,017;-0,122;-1,378;1,809
"dibujo";-1,13;-2,911;5,557;0,387
"despilfarrar";0,394;10,438;-1,969;-4,973
"demagogia";1,378;-1,94;-1,575;1,018
"defensor";-4,459;-2,425;-0,302;14,548
"cristal";-2,036;10,438;-0,302;-0,786
"consignar";-4,459;-2,425;0,092;9,876
"congelar";-0,551;0,001;0,092;0,208
"concebir";0,026;-0,405;1,868;-0,49
"cco";-4,013;-2,183;0,219;8,064
"catalán";-1,261;-1,94;-0,091;6,302
"casto";-0,313;-2,183;-1,772;8,064
"cartel";-4,013;-2,183;-1,772;18,109
"carreta";-1,642;-0,405;-0,186;4,545
"carnaval";-2,675;-1,455;-1,181;12,072
"capacitación";17,95;-1,94;-1,575;-3,978
"cajón";-4,905;-2,668;-0,433;16,519
"bienestar";22,438;-2,425;-1,969;-4,973
"beneficiar";2,58;-2,183;5,136;-4,475
"auténtico";0,782;-2,183;-0,186;0,513
"atmósfera";5,552;0,422;-2,166;-2,885
"arreglo";-0,551;0,001;-1,969;3,238
"amortiguar";12,048;-1,94;-1,575;-1,547
"alimentación";-1,455;1,049;-0,011;0,162
"ahorrar";3,762;-0,251;-1,575;-0,243
"acusar";-1,642;-2,183;-0,186;8,064
"viv";-1,13;11,517;-2,363;-0,364
"vargas";-2,439;-0,761;0,024;4,594
"té";-4,905;-2,668;-2,166;22,134
"táctica";2,58;-2,183;0,219;-0,49
"tácito";7,195;0,7;-1,969;-4,973
"tren";-4,459;0,001;-1,969;9,876
"tarifa";-4,459;-0,577;39,383;-4,973
"tabar";-4,905;-2,668;44,4;-2,885
"super";2,58;0,042;0,219;-4,475
"sonido";-4,459;0,7;-0,302;3,238
"sitio";-3,567;-1,94;2,581;3,096
"rostro";-4,459;-2,425;-1,969;20,121
"representación";-0,826;8,597;0,939;-5,47
"renovación";-1,455;-1,157;-0,011;4,707
"reconstruir";-0,128;-0,251;-0,091;1,018
"posterior";-4,905;-0,761;34,22;-2,885
"patada";-0,313;-0,405;-1,772;4,545
"pared";-0,551;2,673;-1,969;0,208
"paradojal";0,355;1,049;-0,725;-0,601
"optar";-4,905;27,194;-0,433;-2,885
"oh";-2,85;-2,911;15,327;0
"objeto";-0,826;0,422;-0,433;0,744
"normalmente";-4,013;-2,183;-0,186;12,585
"noble";1,723;-2,425;4,039;-2,429
"natalidad";20,194;-2,183;-1,772;-4,475
"múltiple";9,055;-2,668;0,024;-2,885
"minería";3,99;-2,425;4,039;-4,973
"matriz";2,272;-1,698;-1,378;0,294
"lanzar";-0,551;-2,425;29,402;-4,973
"labor";0,394;-2,425;-1,969;3,238
"jueves";-4,11;-1,577;-2,954;19,338
"invento";0,661;-0,956;0;0
"intergeneracional";-6,244;39,078;-2,757;-2,26
"impacta";-0,551;2,673;-1,969;0,208
"gota";-4,459;10,438;-1,969;0,208
"gallina";1,723;5,919;-1,969;-4,973
"frenteamplista";-0,899;-1,698;3,554;0,294
"feroz";0,158;4,714;-0,433;-2,885
"feminista";9,055;-2,668;0,024;-2,885
"favorable";18,621;-0,761;-2,166;-5,47
"extender";-0,313;-0,405;0,219;0,513
"excesivo";13,412;-2,668;0,024;-5,47
"estable";3,762;0,153;-0,091;-3,978
"escena";-0,128;-1,94;-0,091;3,096
"equilibrar";11,338;-0,577;-1,969;-2,429
"doña";-5,351;-0,956;-2,363;18,498
"deber|debido";-3,266;-3,153;8,353;0,983
"completamente";-4,459;-2,425;-1,969;20,121
"colaboración";-1,261;-1,94;-1,575;10,635
"civilizatorio";0,035;16,992;-2,363;-5,968
"circuito";5,552;1,989;-2,166;-5,47
"cine";-4,013;-0,405;1,868;2,028
"caudal";7,195;-0,577;-1,969;-0,786
"california";-2,439;-2,668;0,024;7,749
"burgués";2,901;-0,012;0,024;-2,885
"beber";-2,439;-0,012;-0,433;4,594
"balde";-2,036;-0,577;1,337;1,272
"azul";-0,826;-0,012;-2,166;4,594
"autocrítica";-0,313;-0,405;16,523;-4,475
"asesinato";-4,013;-2,183;24,643;-0,49
"apropiar";17,95;-1,94;-1,575;-3,978
"amazonia";1,723;-0,577;1,337;-2,429
"amarillo";14,227;-2,183;-1,772;-1,981
"agropecuario";9,055;-2,668;0,939;-5,47
"adelanto";-0,003;-0,577;1,337;-0,046
"acierto";-4,013;19,456;-1,772;-0,49
"ángel";0,394;0,001;-0,302;-0,046
"técnicamente";-0,003;-0,577;1,337;-0,046
"tribuna";-2,036;-2,425;-1,969;14,548
"torcer";-0,313;-0,405;-1,772;4,545
"textual";-4,459;-0,577;4,039;1,272
"tesoro";-2,036;23,299;-1,969;-2,429
"tejido";11,338;0,001;-1,969;-4,973
"suplente";-4,013;-2,183;5,136;2,028
"rodilla";2,901;-0,761;-2,166;0,049
"resuelto";-0,826;8,597;-0,433;-1,12
"reliquia";-1,642;-0,405;-1,772;8,064
"refugiado";-0,128;-0,251;-0,091;1,018
"razonar";2,901;1,989;-2,166;-2,885
"proporción";0,394;2,673;-1,969;-0,786
"postura";0,156;-1,365;7,11;-2,26
"pasajero";0,026;-0,405;-1,772;2,028
"paradoja";14,227;-2,183;-1,772;-1,981
"original";0,035;-2,911;0,639;0,387
"observar";-4,459;0,001;13,809;-0,786
"neoliberalismo";18,621;-2,668;-2,166;-2,885
"negociador";0,009;-0,727;0,623;0
"multiplicación";3,762;0,153;-0,091;-3,978
"migratorio";0,158;-2,668;11,624;-2,885
"mental";0,782;0,042;-0,186;-0,49
"martillo";-0,899;19,535;-1,378;-3,481
"juvenil";-2,036;31,64;-1,969;-4,973
"inútil";3,762;1,648;-1,575;-3,978
"instancia";0;-3,153;26,369;-6,465
"inconformismo";22,438;-2,425;-1,969;-4,973
"imperialismo";5,42;0,042;-0,186;-4,475
"ilusión";1,103;0,422;-0,433;-1,12
"humanística";16,419;-0,577;-1,969;-4,973
"honesto";2,901;-2,668;0,024;-0,175
"hitler";8,974;-0,97;-0,787;-1,989
"herir";-0,128;-1,94;6,556;-0,243
"hallar";-2,85;11,517;-2,363;0
"generador";5,552;-0,761;0,024;-2,885
"fundación";-1,13;3,75;0,639;-1,48
"felino";-4,459;41,255;-1,969;-4,973
"extraordinario";-4,905;-0,761;0,024;7,749
"exclusivo";-2,036;-2,425;13,809;-0,046
"estancar";26,927;-2,911;-2,363;-5,968
"especialista";0,018;-1,455;4,917;-0,74
"escolástico";1,723;5,919;-1,969;-4,973
"eduardo";-2,036;-2,425;-1,969;14,548
"dudar";-0,826;-0,761;-0,433;4,594
"doloroso";5,42;0,042;-1,772;-1,981
"división";3,99;-2,425;-1,969;0,208
"disminuir";11,338;-0,577;-1,969;-2,429
"dialogar";0,394;-2,425;-0,302;1,272
"despreciar";-4,013;7,445;-0,186;0
"defensivo";0,394;10,438;-1,969;-4,973
"curar";0,394;2,673;-1,969;-0,786
"criminalidad";11,338;-2,425;0,092;-4,973
"cosecha";-5,797;-1,157;-2,56;20,482
"cordillera";7,195;-0,577;-1,969;-0,786
"conventillo";-2,036;31,64;-1,969;-4,973
"computadora";-1,261;-1,94;12,351;-0,243
"chance";-4,905;-2,668;-0,433;16,519
"chacrita";-0,899;0,366;-1,378;1,809
"belleza";-1,261;0,153;-1,575;3,096
"barcelona";-4,013;-2,183;-1,772;18,109
"banana";-0,899;-1,698;-1,378;8,704
"bala";-4,013;3,562;-0,186;0,513
"austero";-4,459;10,438;-1,969;0,208
"atravesar";0,394;-0,577;1,337;-0,786
"ataque";-4,013;12,743;-1,772;0
"alquilar";-4,013;-2,183;-1,772;18,109
"agresivo";2,58;3,562;-1,772;-4,475
"aficionar";-0,826;-0,761;-2,166;7,749
"advertir";-3,567;-1,94;40,653;-3,978
"adulto";-2,036;-2,425;0,092;6,106
"adolescencia";-1,642;-0,405;-0,186;4,545
"washington";-4,459;-2,425;50,819;-4,973
"vanidad";-4,459;41,255;-1,969;-4,973
"ust";0,026;-2,183;1,868;0
"upm";-4,459;-2,425;39,383;-2,429
"tumba";0,197;0,001;-0,984;0,104
"tropezar";-3,567;33,002;-1,575;-3,978
"tropa";-4,013;-2,183;-1,772;18,109
"tributario";1,723;0,001;0,092;-2,429
"tierno";-4,905;13,638;-0,433;-0,175
"testimonio";-4,013;-0,405;0,219;4,545
"tabare";-4,013;-2,183;34,381;-1,981
"sutil";2,58;1,094;-0,186;-4,475
"suicidio";1,103;4,714;-2,166;-2,885
"suficientemente";7,195;0,001;-0,302;-4,973
"sucesor";-0,313;-2,183;10,021;-0,49
"subordinar";20,83;-0,956;-2,363;-5,968
"simpático";-2,675;-1,455;1,245;3,029
"shopping";-1,261;0,153;-1,575;3,096
"sed";-0,551;0,001;-1,969;3,238
"saque";-4,459;2,673;-0,302;1,272
"sacudir";12,048;-0,251;-1,575;-3,978
"rí";-0,313;-2,183;-0,186;4,545
"robo";16,419;-2,425;-0,302;-4,973
"riñón";-0,313;0,042;-1,772;2,028
"revertir";0,394;-2,425;-0,302;1,272
"residencia";-4,905;-2,668;6,738;2,259
"remendar";-0,313;1,094;5,136;-4,475
"reloj";-3,121;-0,122;-1,378;8,704
"relato";-3,567;-1,94;-0,091;10,635
"regar";7,756;-1,455;-1,181;-0,74
"reducción";9,302;0,042;-1,772;-4,475
"recrear";9,302;0,042;-1,772;-4,475
"raza";11,338;0,001;-1,969;-4,973
"queso";-0,899;-1,698;-0,024;4,612
"pérez";-4,459;-0,577;-0,302;9,876
"procedimiento";-0,128;4,735;-0,091;-1,547
"proceder";-1,642;1,094;-0,186;0,513
"prevención";9,888;-1,698;-1,378;-1,13
"precioso";-4,013;-0,405;-1,772;12,585
"pou";-4,459;-2,425;29,402;-0,786
"pibes";-0,003;-2,425;-1,969;6,106
"permiso";-4,905;-2,668;17,832;0,049
"periódico";-4,013;-2,183;34,381;-1,981
"pensador";0,475;0,366;-0,024;-1,13
"paular";-4,459;-2,425;29,402;-0,786
"oxígeno";-0,065;-2,668;-2,166;7,749
"orientación";2,272;2,429;-1,378;-3,481
"olla";-4,905;8,597;-0,433;0,049
"obsolencia";-1,261;23,547;-1,575;-3,978
"norma";-0,551;-2,425;0,092;3,238
"nicolás";-4,459;-2,425;-0,302;14,548
"nativo";-3,567;9,413;-1,575;0,067
"nacionalidad";0,018;-1,455;1,245;0
"murrica";-4,905;-2,668;6,738;2,259
"mu";-4,013;3,562;1,868;-0,49
"movilidad";15,705;-1,698;-1,378;-3,481
"molinos";-1,642;-2,183;-0,186;8,064
"millonario";2,901;-2,668;0,024;-0,175
"micrófono";-3,121;-1,698;-1,378;14,084
"mentiroso";5,42;-0,405;-1,772;-0,49
"medellín";-4,013;-0,405;34,381;-4,475
"maldad";9,888;-1,698;-0,024;-3,481
"listo";-3,567;15,684;-1,575;-0,243
"legumbre";-1,337;-0,727;0,623;1,515
"justificación";12,048;-0,251;-1,575;-3,978
"joya";-4,905;-2,668;-0,433;16,519
"jesús";0,197;5,218;-0,984;-2,486
"involucrar";-3,121;-1,698;35,571;-3,481
"inmobiliario";-4,013;19,456;0,219;-4,475
"ingresar";-1,642;-2,183;5,136;0,513
"importamos";-1,261;-1,94;-1,575;10,635
"honradez";2,58;-2,183;0,219;-0,49
"hoja";1,723;-2,425;-1,969;1,272
"historieta";-4,905;19,837;-0,433;-1,12
"hipócrita";0,394;0,001;-0,302;-0,046
"himno";-3,567;-1,94;40,653;-3,978
"gustavo";-0,313;-2,183;24,643;-4,475
"gobernador";-1,261;-1,94;29,399;-3,978
"glorioso";-2,036;23,299;-1,969;-2,429
"gestionar";7,195;-0,577;0,092;-4,973
"gastarlo";-5,797;53,636;-2,56;-6,465
"galpones";0,197;-1,213;-0,984;1,619
"gabinete";-0,899;-1,698;-1,378;8,704
"funcionamiento";9,302;-0,405;-1,772;-1,981
"flaco";0,782;-0,405;-1,772;0,513
"fantasma";-0,313;1,094;-0,186;0
"facilitar";-0,551;-0,577;8,196;-0,786
"expresidentes";-2,036;-2,425;29,402;-2,429
"exceso";1,378;4,735;-1,575;-3,978
"excelente";-2,036;-2,425;0,092;6,106
"equitativo";20,194;-2,183;-1,772;-4,475
"entretener";-2,036;0,7;-1,969;3,238
"emprendedor";-4,459;-2,425;50,819;-4,973
"emocionar";-2,036;0,7;-1,969;3,238
"elevar";0,167;1,648;-0,091;-1,547
"dirigencia";0,782;-0,405;-1,772;0,513
"despedida";-3,567;-1,94;-1,575;16,096
"despacio";-0,065;-0,761;-2,166;4,594
"demandar";20,194;-2,183;-1,772;-4,475
"debilitar";3,99;0,001;-1,969;-0,786
"corporativo";14,227;-0,405;-1,772;-4,475
"constitucional";-4,013;-2,183;45,736;-4,475
"conceder";-4,013;-0,405;0,219;4,545
"colosales";2,58;0,042;-1,772;-0,49
"colonizar";5,41;-1,698;0,749;-3,481
"colegio";-3,567;-1,94;-0,091;10,635
"carretera";-2,036;-2,425;1,337;3,238
"caloia";-2,439;-2,668;34,22;-2,885
"cable";-4,459;-0,577;-0,302;9,876
"burocratismo";22,438;-2,425;-1,969;-4,973
"bomba";-2,036;-2,425;1,337;3,238
"boletar";-3,567;-1,94;-0,091;10,635
"bastardos";-1,261;-1,94;-0,091;6,302
"averiguar";-0,128;-1,94;0,426;1,018
"atribuir";-0,003;-0,577;8,196;-2,429
"artículo";-0,017;-1,698;0,749;0,294
"arrastrar";7,195;0,7;-1,969;-4,973
"arquitectura";-0,899;0,366;-1,378;1,809
"arari";9,302;-2,183;-1,772;-0,49
"aproximadamente";-3,567;-1,94;2,581;3,096
"aprobación";-0,551;-0,577;20,878;-4,973
"aprendizaje";-2,85;31,127;-0,575;-5,968
"apreciación";-3,567;-1,94;40,653;-3,978
"anteriormente";-3,567;-1,94;19,965;-0,243
"andrés";-3,567;-1,94;0,426;6,302
"amontonar";5,42;1,094;-1,772;-4,475
"alonso";-4,459;-2,425;-1,969;20,121
"ala";-1,642;-2,183;5,136;0,513
"afueras";-4,905;-2,668;-0,433;16,519
"aeropuerto";-3,567;-1,94;-1,575;16,096
"york";0,035;-0,956;0;0,387
"volcar";-2,036;0,001;-0,302;3,238
"vigente";24,683;-2,668;-2,166;-5,47
"vaso";-3,121;-0,122;-0,024;4,612
"urugay";0,158;-2,668;3,177;-0,175
"torturar";-0,128;-0,251;-1,575;3,096
"titular";-0,017;-1,698;15,403;-3,481
"temporal";-0,128;-0,251;-0,091;1,018
"suturar";20,194;-2,183;-1,772;-4,475
"subjetivo";9,302;0,042;-1,772;-4,475
"stalin";-0,565;-1,455;0;3,029
"simpatía";-0,128;0,153;-1,575;1,018
"signo";3,99;-0,577;-1,969;-0,046
"sensibilidad";9,055;0,422;-2,166;-5,47
"selección";-3,567;-1,94;-1,575;16,096
"rutina";-4,013;27,585;-1,772;-1,981
"ridículo";-4,905;0,422;0,939;0,744
"represivos";5,42;0,042;-1,772;-1,981
"reniego";-2,675;24,75;-1,181;-2,983
"públicamente";-0,313;-2,183;1,868;0,513
"prendar|prender";-4,459;-2,425;0,092;9,876
