"";"X";"V1"
"1586";1586;3
"1587";1587;3
"1588";1588;3
"1589";1589;3
"1590";1590;3
"1591";1591;0
"1592";1592;3
"1593";1593;1
"1594";1594;1
"1595";1595;4
"1596";1596;3
"1597";1597;1
"1598";1598;1
"1599";1599;3
"1600";1600;3
"1601";1601;1
"1602";1602;1
"1603";1603;1
"1604";1604;1
"1605";1605;1
"1606";1606;2
"1607";1607;1
"1608";1608;1
"1609";1609;4
"1610";1610;4
"1611";1611;4
"1612";1612;4
"1613";1613;1
"1614";1614;1
"1615";1615;1
"1616";1616;1
"1617";1617;1
"1618";1618;1
"1619";1619;4
"1620";1620;4
"1621";1621;4
"1622";1622;1
"1623";1623;4
"1624";1624;1
"1625";1625;1
"1626";1626;1
"1627";1627;1
"1628";1628;2
"1629";1629;1
"1630";1630;1
"1631";1631;2
"1632";1632;4
"1633";1633;4
"1634";1634;2
"1635";1635;1
"1636";1636;1
"1637";1637;2
"1638";1638;2
"1639";1639;2
"1640";1640;1
"1641";1641;1
"1642";1642;2
"1643";1643;1
"1644";1644;1
"1645";1645;2
"1646";1646;2
"1647";1647;4
"1648";1648;4
"1649";1649;4
"1650";1650;3
"1651";1651;4
"1652";1652;4
"1653";1653;4
"1654";1654;2
"1655";1655;1
"1656";1656;1
"1657";1657;1
"1658";1658;1
"1659";1659;2
"1660";1660;1
"1661";1661;1
"1662";1662;1
"1663";1663;4
"1664";1664;3
"1665";1665;1
"1666";1666;3
"1667";1667;4
"1668";1668;4
"1669";1669;4
"1670";1670;1
"1671";1671;1
"1672";1672;1
"1673";1673;3
"1674";1674;4
"1675";1675;4
"1676";1676;4
"1677";1677;4
"1678";1678;4
"1679";1679;4
"1680";1680;4
"1681";1681;4
"1682";1682;3
"1683";1683;3
"1684";1684;4
"1685";1685;4
"1686";1686;4
"1687";1687;4
"1688";1688;4
"1689";1689;4
"1690";1690;4
"1691";1691;4
"1692";1692;4
"1693";1693;4
"1694";1694;1
"1695";1695;1
"1696";1696;1
"1697";1697;1
"1698";1698;3
"1699";1699;0
"1700";1700;4
"1701";1701;2
"1702";1702;4
"1703";1703;4
"1704";1704;2
"1705";1705;2
"1706";1706;2
"1707";1707;4
"1708";1708;2
"1709";1709;2
"1710";1710;1
"1711";1711;2
"1712";1712;2
"1713";1713;2
"1714";1714;2
"1715";1715;2
"1716";1716;2
"1717";1717;2
"1718";1718;2
"1719";1719;2
"1720";1720;2
"1721";1721;2
"1722";1722;2
"1723";1723;2
"1724";1724;2
"1725";1725;1
"1726";1726;1
"1727";1727;2
"1728";1728;4
"1729";1729;2
"1730";1730;2
"1731";1731;4
"1732";1732;4
"1733";1733;2
"1734";1734;2
"1735";1735;2
"1736";1736;2
"1737";1737;2
"1738";1738;2
"1739";1739;2
"1740";1740;2
"1741";1741;2
"1742";1742;2
"1743";1743;0
"1744";1744;4
"1745";1745;4
"1746";1746;2
"1747";1747;4
"1748";1748;4
"1749";1749;2
"1750";1750;3
"1751";1751;2
"1752";1752;2
"1753";1753;2
"1754";1754;2
"1755";1755;4
"1756";1756;1
"1757";1757;1
"1758";1758;1
"1759";1759;1
"1760";1760;1
"1761";1761;1
"1762";1762;2
"1763";1763;2
"1764";1764;2
"1765";1765;2
"1766";1766;2
"1767";1767;2
"1768";1768;2
"1769";1769;4
"1770";1770;2
