regular;25;0;16;3
escenario;4;3;9;26
abrazo;2;5;0;38
lista;4;0;11;31
inglés;36;3;2;5
habitante;3;1;15;25
frase;3;7;6;32
fracasar;30;3;4;3
ambiente;34;8;1;5
prensa;14;2;21;6
obligar;27;5;6;7
memoria;7;2;3;33
incluir;23;10;9;4
ex;2;1;31;17
empresario;3;3;14;21
casar;1;0;0;39
áfrica;22;2;4;16
sueldo;5;7;12;29
premio;2;17;1;28
expresión;18;19;6;0
empujar;27;13;2;0
costumbre;2;29;1;11
clandestino;37;5;3;0
cargar;8;16;7;11
pronto;11;3;16;18
impresión;24;5;6;11
farmacia;3;1;27;12
crítico;27;2;5;9
celular;1;2;1;30
burocracia;29;5;4;6
acostumbrar;16;7;5;9
rural;7;0;5;34
red;15;2;11;13
prácticamente;9;7;25;6
mecanismo;36;2;4;2
gritar;3;21;1;23
eléctrico;8;2;10;25
cuadro;12;5;1;26
coraje;11;28;2;6
bicicleta;1;1;0;37
barbaridad;19;1;11;13
veterano;3;6;3;26
universitario;29;2;7;7
repetir;6;7;4;28
militante;5;3;0;34
información;6;8;8;18
influir;21;6;2;11
fundamentalmente;10;2;12;15
funcionario;11;3;18;6
concentrar;25;3;5;2
caída;21;11;6;9
arena;0;0;19;22
solucionar;25;1;7;4
precisamente;6;13;9;13
periodista;1;0;4;38
palo;20;6;4;17
institución;8;12;11;9
desesperar;16;18;0;8
derrota;6;33;1;3
cuarto;8;3;4;27
conmigo;1;4;1;35
alemania;21;2;3;16
tercero;6;1;13;20
socialista;26;2;14;1
perspectiva;29;3;6;9
marca;13;2;7;20
herencia;8;20;5;8
esquina;12;8;4;20
destino;20;2;10;7
convertir;1;3;35;2
control;10;2;22;2
separar;26;4;3;10
paraíso;6;6;4;6
objetivo;23;11;3;6
maestro;5;5;0;36
globalización;34;3;0;0
educar;33;6;0;3
documento;0;0;27;10
delito;42;1;2;2
cuota;8;35;0;2
convivir;29;4;1;5
complicar;1;29;2;9
carta;7;3;5;29
zapato;3;9;0;31
rol;7;3;7;22
riesgo;20;6;20;2
ocupar;9;9;16;3
mentira;20;16;2;10
laburar;2;7;1;29
conversación;3;1;8;24
calificar;27;0;5;10
burguesía;23;2;4;8
apoyar;9;2;20;5
apenas;22;9;5;4
anterior;6;4;27;5
venezolano;14;0;18;10
unión;21;0;17;2
responsable;11;7;19;6
mostrar;9;3;7;25
maduro;2;1;23;12
lengua;28;0;4;11
intercambio;24;3;16;2
desgracia;15;18;7;2
cuándo;5;9;7;25
confianza;15;19;2;5
color;6;13;3;15
ciudadano;17;0;8;16
quizás;7;1;13;24
preparar;14;2;3;16
perfectamente;6;6;13;13
peligroso;22;1;13;3
particular;8;3;11;14
italia;2;1;6;33
dato;22;0;8;11
convenir;13;4;13;9
consumar|consumir;28;3;3;9
caro;11;5;13;10
calidad;25;2;8;7
aprovechar;13;4;3;22
serie;17;2;9;12
personalidad;10;14;5;8
norte;9;6;11;21
marcar;17;10;3;15
dulce;2;27;0;13
doctor;0;0;26;9
destruir;10;30;1;2
criterio;24;1;3;8
controlar;9;4;12;13
comenzar;2;3;16;24
rojo;9;1;3;6
relativo;29;4;3;0
progresista;24;3;9;1
piedra;0;16;2;22
gana;6;7;1;25
función;12;11;4;13
fe;4;29;2;5
sostener;24;14;1;4
saludar;1;1;4;34
poderoso;20;8;2;8
perdón;2;1;8;24
patria;22;1;8;11
multinacional;29;3;1;7
héroe;7;14;5;16
hospital;4;6;6;26
financiero;30;1;5;3
dimensión;20;6;7;4
barco;5;3;2;27
soportar;8;15;10;3
pescar;1;2;6;28
participación;14;1;16;7
incorporar;28;6;2;4
estudio;1;0;34;5
enamorar;4;7;3;29
agujero;10;6;3;21
aborto;25;1;5;4
quejar;4;3;4;31
pérdida;20;2;13;7
propósito;2;2;30;1
placer;1;2;1;36
norteamericano;8;2;19;7
mate;1;2;3;33
joder;16;1;0;21
guerrillero;2;3;6;31
firmar;1;0;13;22
facultad;2;2;1;33
exterior;15;2;19;2
cristina;0;0;9;30
aparte;9;5;3;22
tortura;3;1;9;25
radio;0;0;0;38
primitivo;5;19;5;4
motor;15;15;4;11
industrial;32;1;0;5
fábrica;11;0;2;19
elemento;23;9;3;3
tien;17;5;5;13
semilla;4;14;0;15
perro;9;13;1;19
juicio;12;12;10;7
favorecer;20;7;6;5
evitar;11;5;15;7
estratégico;16;3;8;5
boca;1;5;23;8
astori;3;0;28;3
apellido;1;0;0;24
suelo;6;4;5;21
probar;5;4;19;9
pbi;20;3;2;1
francia;7;1;26;3
cabo;6;27;3;7
trampa;21;11;0;5
subliminal;33;4;0;1
risa;4;4;0;28
resistir;9;17;2;10
porquería;31;2;0;4
pie;14;9;3;14
hacerlo;22;5;4;5
dividir;21;4;4;7
directo;8;5;15;8
cubrir;15;20;3;2
corte;5;1;2;28
contenido;5;35;0;2
aspecto;16;7;9;4
anciano;0;18;1;17
viento;13;4;0;15
tod;6;13;2;14
someter;9;22;0;2
regla;26;6;3;2
perseguir;15;9;1;10
pasto;6;7;0;20
liberación;4;10;15;1
feudales;7;1;20;6
espalda;0;17;2;13
cu;2;1;7;29
canal;16;0;10;12
apoyo;6;5;21;3
alemán;5;1;5;27
turco;0;0;0;27
soler;9;18;3;12
pila;4;18;3;11
merecer;19;8;2;8
marketing;14;4;0;14
mar;24;1;2;8
intendente;2;0;11;19
ingreso;17;0;15;4
ideológico;24;5;2;2
explicación;3;16;14;3
derrotar;15;16;2;2
católico;20;7;2;7
alberto;0;1;18;14
vázquez;0;0;32;3
voz;3;5;7;22
tragedia;14;13;3;7
tractor;2;1;0;33
tomo;1;1;30;4
sucesivamente;19;9;2;7
per;1;2;12;22
noticiar;1;1;8;25
marco;18;5;11;6
jefe;0;0;15;17
ideal;27;5;5;3
horizonte;26;8;1;1
fumar;1;0;24;9
franco;12;4;13;3
dependencia;22;5;2;1
concreto;14;2;9;12
comercial;11;1;19;2
acercar;7;5;14;6
sol;14;7;0;14
sindicato;5;2;20;5
